gender,senior_citizen,partner,dependents,tenure,contract_type,payment_method,paperless_billing,internet_service,online_security,tech_support,streaming_tv,streaming_movies,monthly_charges,total_charges,churn,gender_label,contract_label,payment_label,internet_label,churn_label
0,0,1,0,18,0,0,0,1,1,1,1,0,80.89,1456.75,0,Female,Month-to-month,Electronic check,DSL,No
0,0,1,0,22,0,1,0,2,0,0,0,1,75.83,1632.0,0,Female,Month-to-month,Mailed check,Fiber optic,No
1,0,1,0,15,0,0,0,2,0,1,0,0,78.72,1220.69,0,Male,Month-to-month,Electronic check,Fiber optic,No
1,0,0,0,21,0,0,1,0,0,0,0,0,23.64,483.53,1,Male,Month-to-month,Electronic check,No,Yes
1,0,0,0,4,0,3,1,1,0,0,0,0,52.58,214.95,1,Male,Month-to-month,Credit card (automatic),DSL,Yes
1,1,1,0,15,0,0,1,1,0,0,1,0,65.96,960.74,1,Male,Month-to-month,Electronic check,DSL,Yes
1,1,0,0,25,1,2,1,2,0,1,1,0,90.95,2169.74,0,Male,One year,Bank transfer (automatic),Fiber optic,No
1,0,1,0,13,0,2,1,2,0,0,0,0,74.12,940.88,0,Male,Month-to-month,Bank transfer (automatic),Fiber optic,No
1,1,1,0,27,1,0,0,0,0,0,0,0,21.25,593.12,0,Male,One year,Electronic check,No,No
1,0,0,0,14,0,1,0,1,1,1,1,1,88.4,1185.9,0,Male,Month-to-month,Mailed check,DSL,No
0,1,1,1,9,0,1,1,1,1,1,0,1,77.31,684.97,1,Female,Month-to-month,Mailed check,DSL,Yes
1,0,0,1,8,2,0,0,2,0,1,1,1,104.37,793.88,0,Male,Two year,Electronic check,Fiber optic,No
1,0,1,0,12,1,3,1,2,1,0,1,0,97.88,1189.86,1,Male,One year,Credit card (automatic),Fiber optic,Yes
0,0,0,0,1,0,2,0,2,0,0,1,0,74.98,78.3,1,Female,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
1,0,1,0,26,1,3,1,1,0,0,1,0,59.34,1525.0,0,Male,One year,Credit card (automatic),DSL,No
0,0,0,0,44,1,3,1,2,0,1,1,1,111.7,4952.6,0,Female,One year,Credit card (automatic),Fiber optic,No
0,0,0,1,10,0,0,0,1,0,1,0,0,62.16,618.63,1,Female,Month-to-month,Electronic check,DSL,Yes
1,0,1,0,1,0,0,1,2,0,0,1,1,96.84,101.42,0,Male,Month-to-month,Electronic check,Fiber optic,No
0,0,0,0,72,2,0,0,1,0,1,1,1,75.21,5542.92,1,Female,Two year,Electronic check,DSL,Yes
0,0,1,1,7,0,3,1,2,0,0,1,1,97.88,653.93,0,Female,Month-to-month,Credit card (automatic),Fiber optic,No
0,0,0,0,3,0,3,0,1,0,1,0,0,61.62,177.63,1,Female,Month-to-month,Credit card (automatic),DSL,Yes
0,0,1,0,11,0,1,1,2,0,1,0,0,77.42,849.11,0,Female,Month-to-month,Mailed check,Fiber optic,No
1,0,0,0,32,1,0,0,1,1,1,1,1,90.79,2943.56,0,Male,One year,Electronic check,DSL,No
0,0,1,0,8,2,0,1,0,0,0,0,0,20.0,156.65,1,Female,Two year,Electronic check,No,Yes
1,0,0,0,20,2,3,1,1,1,1,1,0,73.93,1504.42,0,Male,Two year,Credit card (automatic),DSL,No
0,0,0,0,12,1,3,1,2,1,0,1,0,90.42,1093.34,0,Female,One year,Credit card (automatic),Fiber optic,No
0,1,0,0,3,2,0,1,0,0,0,0,0,20.64,61.52,1,Female,Two year,Electronic check,No,Yes
0,0,1,1,9,1,0,0,0,0,0,0,0,20.0,181.48,0,Female,One year,Electronic check,No,No
0,0,0,0,30,1,0,1,1,1,0,0,0,49.59,1549.66,0,Female,One year,Electronic check,DSL,No
1,1,1,1,22,2,0,1,1,0,1,0,1,62.55,1340.76,0,Male,Two year,Electronic check,DSL,No
1,0,1,0,3,0,3,1,1,0,0,0,1,58.64,181.04,1,Male,Month-to-month,Credit card (automatic),DSL,Yes
0,0,0,0,4,1,1,1,1,0,0,1,0,49.67,188.98,0,Female,One year,Mailed check,DSL,No
0,0,1,0,24,1,2,0,0,0,0,0,0,20.0,460.07,1,Female,One year,Bank transfer (automatic),No,Yes
1,0,0,0,40,2,1,1,0,0,0,0,0,26.86,1122.71,0,Male,Two year,Mailed check,No,No
0,0,0,0,10,2,0,0,2,1,0,0,0,74.93,764.12,0,Female,Two year,Electronic check,Fiber optic,No
0,0,1,0,21,2,0,1,0,0,0,0,0,20.0,425.6,0,Female,Two year,Electronic check,No,No
0,0,1,1,4,2,2,1,2,0,0,0,1,86.61,340.69,0,Female,Two year,Bank transfer (automatic),Fiber optic,No
1,1,1,0,8,0,2,0,1,1,1,0,0,57.81,447.88,1,Male,Month-to-month,Bank transfer (automatic),DSL,Yes
1,0,0,0,1,0,1,1,2,1,1,1,1,106.8,105.52,1,Male,Month-to-month,Mailed check,Fiber optic,Yes
1,0,0,1,35,0,0,1,0,0,0,0,0,20.0,706.89,1,Male,Month-to-month,Electronic check,No,Yes
0,0,0,0,12,0,0,1,2,0,1,0,1,96.81,1177.33,0,Female,Month-to-month,Electronic check,Fiber optic,No
0,0,1,0,40,0,0,1,1,1,1,0,1,76.89,2973.97,1,Female,Month-to-month,Electronic check,DSL,Yes
1,0,0,1,29,0,2,1,0,0,0,0,0,20.0,576.84,1,Male,Month-to-month,Bank transfer (automatic),No,Yes
1,0,1,0,42,0,1,1,1,1,0,1,1,77.52,3277.58,0,Male,Month-to-month,Mailed check,DSL,No
1,0,0,0,8,2,1,0,1,0,0,1,0,59.81,500.49,0,Male,Two year,Mailed check,DSL,No
1,0,0,0,4,0,3,1,1,0,1,0,0,62.16,249.87,0,Male,Month-to-month,Credit card (automatic),DSL,No
0,0,0,0,72,2,1,1,1,1,1,1,1,103.92,7542.55,0,Female,Two year,Mailed check,DSL,No
1,0,0,0,30,2,1,1,2,0,1,0,1,91.26,2810.4,1,Male,Two year,Mailed check,Fiber optic,Yes
0,0,0,0,43,0,0,1,1,0,1,0,1,74.63,3183.07,1,Female,Month-to-month,Electronic check,DSL,Yes
1,0,1,1,1,0,3,1,1,1,1,0,1,82.0,81.05,0,Male,Month-to-month,Credit card (automatic),DSL,No
0,0,1,1,10,1,2,1,2,1,0,1,1,105.33,1062.88,0,Female,One year,Bank transfer (automatic),Fiber optic,No
1,0,0,0,32,1,0,1,2,0,1,0,1,80.95,2663.79,0,Male,One year,Electronic check,Fiber optic,No
1,0,0,0,1,0,2,1,0,0,0,0,0,20.0,20.28,1,Male,Month-to-month,Bank transfer (automatic),No,Yes
1,1,0,1,20,0,1,1,2,0,1,0,0,78.31,1517.04,0,Male,Month-to-month,Mailed check,Fiber optic,No
1,1,1,0,13,0,3,0,1,1,1,1,1,90.79,1168.2,1,Male,Month-to-month,Credit card (automatic),DSL,Yes
0,0,0,0,1,0,3,1,0,0,0,0,0,20.0,20.03,1,Female,Month-to-month,Credit card (automatic),No,Yes
1,1,1,0,6,0,2,1,1,0,0,0,0,42.18,253.68,1,Male,Month-to-month,Bank transfer (automatic),DSL,Yes
0,0,0,1,8,0,2,1,0,0,0,0,0,30.15,237.33,1,Female,Month-to-month,Bank transfer (automatic),No,Yes
0,1,0,0,2,1,0,1,1,1,1,0,0,71.54,143.4,0,Female,One year,Electronic check,DSL,No
0,0,1,1,23,2,2,0,1,1,1,0,0,54.89,1284.31,0,Female,Two year,Bank transfer (automatic),DSL,No
0,1,0,0,6,1,2,1,1,0,0,0,0,43.59,260.7,0,Female,One year,Bank transfer (automatic),DSL,No
1,1,1,0,7,2,1,1,2,1,0,0,1,95.15,662.81,0,Male,Two year,Mailed check,Fiber optic,No
0,0,1,0,54,1,2,0,2,0,0,0,0,76.65,4263.93,1,Female,One year,Bank transfer (automatic),Fiber optic,Yes
0,1,0,0,15,1,3,0,2,0,0,0,1,79.9,1229.28,1,Female,One year,Credit card (automatic),Fiber optic,Yes
0,0,0,1,11,0,0,0,2,1,0,0,1,90.92,992.36,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
1,0,1,1,30,0,0,1,2,0,1,0,1,92.47,2911.7,0,Male,Month-to-month,Electronic check,Fiber optic,No
1,0,1,0,57,2,2,1,2,0,0,1,1,97.31,5306.21,1,Male,Two year,Bank transfer (automatic),Fiber optic,Yes
1,0,0,1,1,2,3,1,2,1,1,1,0,94.32,92.68,0,Male,Two year,Credit card (automatic),Fiber optic,No
1,0,1,1,14,0,3,1,0,0,0,0,0,20.0,267.03,0,Male,Month-to-month,Credit card (automatic),No,No
0,0,0,0,22,0,2,1,1,1,1,1,1,95.27,2167.09,1,Female,Month-to-month,Bank transfer (automatic),DSL,Yes
0,1,0,0,9,1,3,1,1,0,1,1,1,74.05,683.49,1,Female,One year,Credit card (automatic),DSL,Yes
1,0,0,0,35,0,2,0,1,0,0,0,1,67.61,2409.81,0,Male,Month-to-month,Bank transfer (automatic),DSL,No
0,0,0,0,72,0,0,0,0,0,0,0,0,20.0,1398.88,1,Female,Month-to-month,Electronic check,No,Yes
0,1,0,0,68,2,2,1,1,0,0,1,0,56.08,3892.65,0,Female,Two year,Bank transfer (automatic),DSL,No
0,1,1,0,7,0,0,0,2,0,1,1,1,105.84,730.16,0,Female,Month-to-month,Electronic check,Fiber optic,No
1,1,0,0,6,1,0,0,1,0,1,1,1,68.34,425.15,0,Male,One year,Electronic check,DSL,No
1,0,0,1,72,2,1,0,1,0,1,1,0,81.32,5679.1,0,Male,Two year,Mailed check,DSL,No
0,1,0,1,14,0,0,0,0,0,0,0,0,20.0,272.1,1,Female,Month-to-month,Electronic check,No,Yes
1,0,1,0,5,0,0,0,2,1,0,1,0,87.81,459.27,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
1,0,1,0,29,0,0,1,1,0,1,1,0,61.17,1776.95,1,Male,Month-to-month,Electronic check,DSL,Yes
1,0,0,0,8,0,0,0,0,0,0,0,0,21.81,173.54,1,Male,Month-to-month,Electronic check,No,Yes
1,0,0,0,7,1,0,0,2,0,1,0,1,93.45,644.45,1,Male,One year,Electronic check,Fiber optic,Yes
1,0,0,0,50,0,1,0,2,0,0,1,1,88.34,4563.3,1,Male,Month-to-month,Mailed check,Fiber optic,Yes
0,0,0,0,4,0,2,1,2,1,0,1,1,97.14,382.84,0,Female,Month-to-month,Bank transfer (automatic),Fiber optic,No
1,0,0,0,1,0,3,1,2,0,0,0,1,87.28,86.02,1,Male,Month-to-month,Credit card (automatic),Fiber optic,Yes
0,0,0,0,7,0,3,1,1,0,1,0,1,63.72,429.24,1,Female,Month-to-month,Credit card (automatic),DSL,Yes
0,0,0,0,22,0,1,1,2,1,1,1,0,93.39,2058.84,0,Female,Month-to-month,Mailed check,Fiber optic,No
1,0,0,0,3,1,2,0,1,0,0,1,0,56.26,175.93,0,Male,One year,Bank transfer (automatic),DSL,No
0,0,0,1,15,0,0,0,2,1,0,1,1,101.99,1599.85,0,Female,Month-to-month,Electronic check,Fiber optic,No
0,0,1,1,23,0,0,0,0,0,0,0,0,29.75,718.16,1,Female,Month-to-month,Electronic check,No,Yes
0,0,1,0,45,0,2,1,0,0,0,0,0,20.0,897.58,0,Female,Month-to-month,Bank transfer (automatic),No,No
1,0,1,0,6,2,2,1,1,0,1,0,0,53.46,329.58,0,Male,Two year,Bank transfer (automatic),DSL,No
1,1,0,0,40,0,3,0,0,0,0,0,0,21.1,848.43,1,Male,Month-to-month,Credit card (automatic),No,Yes
0,0,0,0,6,1,2,0,1,1,1,1,0,74.15,447.03,1,Female,One year,Bank transfer (automatic),DSL,Yes
1,0,0,0,27,1,0,1,1,1,1,1,1,91.2,2537.81,0,Male,One year,Electronic check,DSL,No
1,0,1,0,13,1,3,0,2,1,1,1,0,96.92,1302.21,0,Male,One year,Credit card (automatic),Fiber optic,No
1,0,0,1,2,0,2,1,0,0,0,0,0,20.0,38.08,1,Male,Month-to-month,Bank transfer (automatic),No,Yes
1,1,1,0,30,2,3,1,0,0,0,0,0,22.03,690.16,0,Male,Two year,Credit card (automatic),No,No
0,0,1,1,5,1,2,1,2,1,1,1,1,119.69,617.78,0,Female,One year,Bank transfer (automatic),Fiber optic,No
0,0,0,0,4,2,0,1,2,0,0,1,0,79.07,323.27,1,Female,Two year,Electronic check,Fiber optic,Yes
1,0,1,0,10,0,0,0,0,0,0,0,0,20.0,207.04,0,Male,Month-to-month,Electronic check,No,No
1,0,0,0,25,1,0,1,1,1,0,0,1,74.71,1874.71,0,Male,One year,Electronic check,DSL,No
0,0,0,0,6,1,0,1,2,1,1,1,1,111.24,685.68,1,Female,One year,Electronic check,Fiber optic,Yes
0,0,0,0,4,0,0,0,0,0,0,0,0,20.0,80.79,1,Female,Month-to-month,Electronic check,No,Yes
1,0,0,0,1,0,1,1,1,1,0,0,1,75.56,75.88,1,Male,Month-to-month,Mailed check,DSL,Yes
0,0,1,0,15,1,3,1,1,0,0,0,0,45.34,660.49,0,Female,One year,Credit card (automatic),DSL,No
1,0,0,0,13,0,3,0,2,1,1,1,1,112.76,1516.81,0,Male,Month-to-month,Credit card (automatic),Fiber optic,No
1,1,0,0,6,1,2,1,0,0,0,0,0,20.0,124.61,0,Male,One year,Bank transfer (automatic),No,No
0,1,1,1,1,0,0,0,1,0,1,1,0,63.3,66.28,0,Female,Month-to-month,Electronic check,DSL,No
0,0,1,0,13,0,0,1,2,0,0,0,0,72.25,903.6,0,Female,Month-to-month,Electronic check,Fiber optic,No
1,0,0,0,37,1,2,0,1,1,0,1,0,62.38,2259.95,0,Male,One year,Bank transfer (automatic),DSL,No
1,0,1,0,30,0,0,1,1,0,0,1,0,60.89,1860.57,1,Male,Month-to-month,Electronic check,DSL,Yes
0,0,1,1,47,2,3,0,0,0,0,0,0,20.08,977.29,0,Female,Two year,Credit card (automatic),No,No
1,0,0,0,1,2,3,0,2,1,1,0,1,103.18,105.77,0,Male,Two year,Credit card (automatic),Fiber optic,No
0,1,0,0,72,1,1,1,2,1,1,1,1,120.0,8601.63,0,Female,One year,Mailed check,Fiber optic,No
1,1,0,0,10,2,2,1,2,1,1,0,0,82.75,846.2,0,Male,Two year,Bank transfer (automatic),Fiber optic,No
0,0,1,0,72,2,0,1,0,0,0,0,0,20.12,1386.66,0,Female,Two year,Electronic check,No,No
0,0,1,0,6,0,2,1,0,0,0,0,0,23.19,141.4,1,Female,Month-to-month,Bank transfer (automatic),No,Yes
0,0,1,1,15,2,0,1,1,1,0,0,1,63.92,911.63,0,Female,Two year,Electronic check,DSL,No
1,0,0,1,10,0,0,1,1,0,1,1,1,83.76,799.7,1,Male,Month-to-month,Electronic check,DSL,Yes
1,0,0,0,10,0,2,0,2,1,0,1,0,89.28,915.77,0,Male,Month-to-month,Bank transfer (automatic),Fiber optic,No
0,0,0,0,44,1,2,0,2,0,1,0,0,81.46,3576.22,0,Female,One year,Bank transfer (automatic),Fiber optic,No
1,0,0,0,32,1,2,0,2,0,1,1,0,91.38,2795.37,0,Male,One year,Bank transfer (automatic),Fiber optic,No
0,0,1,0,72,0,1,0,1,0,0,0,1,57.81,4154.77,0,Female,Month-to-month,Mailed check,DSL,No
0,0,1,1,22,0,2,0,2,0,0,0,1,82.37,1732.9,0,Female,Month-to-month,Bank transfer (automatic),Fiber optic,No
1,1,0,0,14,1,2,1,2,1,0,0,1,91.84,1265.96,0,Male,One year,Bank transfer (automatic),Fiber optic,No
1,0,0,0,2,0,3,1,1,0,1,1,1,76.63,148.01,1,Male,Month-to-month,Credit card (automatic),DSL,Yes
0,0,0,0,72,1,3,1,2,1,0,1,0,88.68,6205.78,0,Female,One year,Credit card (automatic),Fiber optic,No
1,0,0,1,19,1,2,1,0,0,0,0,0,21.58,397.54,0,Male,One year,Bank transfer (automatic),No,No
1,0,0,0,28,0,2,1,2,0,1,0,0,80.26,2218.46,1,Male,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
0,0,0,0,12,0,2,0,2,0,0,1,1,90.54,1043.88,0,Female,Month-to-month,Bank transfer (automatic),Fiber optic,No
0,0,0,0,19,1,0,1,1,0,0,1,0,58.72,1118.77,0,Female,One year,Electronic check,DSL,No
1,1,0,0,68,0,0,1,1,0,0,1,0,54.69,3684.37,0,Male,Month-to-month,Electronic check,DSL,No
0,0,0,1,4,0,3,1,0,0,0,0,0,27.78,114.9,0,Female,Month-to-month,Credit card (automatic),No,No
0,1,0,0,8,0,3,1,2,1,1,1,0,114.45,945.44,1,Female,Month-to-month,Credit card (automatic),Fiber optic,Yes
1,0,1,0,3,0,2,0,2,1,1,1,1,120.0,371.67,0,Male,Month-to-month,Bank transfer (automatic),Fiber optic,No
0,0,0,0,37,0,1,1,0,0,0,0,0,26.67,983.79,0,Female,Month-to-month,Mailed check,No,No
0,0,1,1,1,0,0,0,2,1,1,0,0,94.07,92.1,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
1,0,0,0,2,1,0,0,2,1,0,0,0,78.95,156.56,0,Male,One year,Electronic check,Fiber optic,No
1,0,0,0,8,1,1,1,2,0,1,1,0,82.5,672.37,0,Male,One year,Mailed check,Fiber optic,No
0,0,0,0,17,2,1,0,1,1,1,1,0,71.87,1225.43,0,Female,Two year,Mailed check,DSL,No
0,0,0,0,12,0,3,1,1,0,1,0,0,51.62,627.14,1,Female,Month-to-month,Credit card (automatic),DSL,Yes
1,1,1,1,1,0,0,0,2,1,0,0,0,86.04,87.71,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
1,1,0,1,72,1,1,1,1,1,0,0,0,56.28,4221.69,0,Male,One year,Mailed check,DSL,No
1,1,1,0,72,1,1,1,2,1,1,0,0,86.7,6519.55,0,Male,One year,Mailed check,Fiber optic,No
1,0,1,0,7,1,3,1,2,1,0,0,0,70.77,512.26,0,Male,One year,Credit card (automatic),Fiber optic,No
0,0,1,1,31,1,3,0,1,0,1,0,1,78.59,2330.33,0,Female,One year,Credit card (automatic),DSL,No
1,0,1,0,20,1,1,1,0,0,0,0,0,22.67,475.13,0,Male,One year,Mailed check,No,No
1,0,1,0,6,0,3,1,0,0,0,0,0,24.54,150.24,1,Male,Month-to-month,Credit card (automatic),No,Yes
0,0,0,0,7,1,1,0,1,0,1,1,1,76.32,544.57,1,Female,One year,Mailed check,DSL,Yes
1,0,1,0,16,1,0,0,1,1,1,0,0,64.31,979.89,0,Male,One year,Electronic check,DSL,No
0,0,0,0,13,2,2,0,2,0,1,1,0,90.28,1171.22,0,Female,Two year,Bank transfer (automatic),Fiber optic,No
1,0,0,1,8,1,0,0,1,1,0,0,0,55.32,448.16,0,Male,One year,Electronic check,DSL,No
1,1,0,1,39,1,2,0,1,1,0,0,1,76.23,2907.12,0,Male,One year,Bank transfer (automatic),DSL,No
1,0,1,0,15,0,3,1,1,0,0,1,0,50.98,732.83,1,Male,Month-to-month,Credit card (automatic),DSL,Yes
0,0,1,0,25,2,2,0,1,0,1,1,0,66.79,1675.17,1,Female,Two year,Bank transfer (automatic),DSL,Yes
0,0,0,0,5,2,0,1,0,0,0,0,0,21.8,108.41,0,Female,Two year,Electronic check,No,No
1,1,1,0,18,1,0,1,0,0,0,0,0,20.0,343.59,0,Male,One year,Electronic check,No,No
0,0,0,0,9,1,0,1,1,1,0,1,0,71.98,649.08,1,Female,One year,Electronic check,DSL,Yes
0,0,0,0,17,0,0,0,0,0,0,0,0,20.0,326.66,0,Female,Month-to-month,Electronic check,No,No
0,0,0,1,36,1,0,1,1,0,1,1,1,88.42,3159.1,0,Female,One year,Electronic check,DSL,No
0,0,0,1,35,1,1,0,2,0,1,0,0,73.15,2501.47,1,Female,One year,Mailed check,Fiber optic,Yes
0,0,0,0,10,1,2,0,1,0,0,1,0,51.35,537.66,0,Female,One year,Bank transfer (automatic),DSL,No
0,0,0,0,28,0,2,0,0,0,0,0,0,20.0,533.95,1,Female,Month-to-month,Bank transfer (automatic),No,Yes
1,0,1,0,68,1,0,1,2,1,1,1,1,110.76,7576.89,0,Male,One year,Electronic check,Fiber optic,No
1,0,0,1,23,0,0,1,2,0,1,1,0,94.12,2089.41,0,Male,Month-to-month,Electronic check,Fiber optic,No
0,0,0,0,3,1,0,0,0,0,0,0,0,21.54,63.45,1,Female,One year,Electronic check,No,Yes
1,1,1,0,27,0,0,1,0,0,0,0,0,20.57,537.83,0,Male,Month-to-month,Electronic check,No,No
1,0,1,0,2,1,1,0,2,0,1,1,0,84.91,178.23,0,Male,One year,Mailed check,Fiber optic,No
1,0,0,1,49,0,0,1,1,1,1,0,0,64.3,3003.36,0,Male,Month-to-month,Electronic check,DSL,No
1,0,0,1,17,0,2,1,0,0,0,0,0,20.1,343.11,1,Male,Month-to-month,Bank transfer (automatic),No,Yes
0,0,1,0,11,1,3,0,1,0,0,1,1,75.16,835.69,0,Female,One year,Credit card (automatic),DSL,No
1,0,1,1,1,0,1,0,2,1,1,1,1,115.0,118.13,1,Male,Month-to-month,Mailed check,Fiber optic,Yes
1,0,0,0,11,1,2,1,2,0,1,1,0,93.91,1046.02,1,Male,One year,Bank transfer (automatic),Fiber optic,Yes
0,0,0,0,56,2,0,1,1,0,0,0,1,66.81,3640.85,0,Female,Two year,Electronic check,DSL,No
0,0,1,1,1,2,3,0,1,1,0,1,1,73.2,73.92,1,Female,Two year,Credit card (automatic),DSL,Yes
1,0,0,1,15,0,0,1,0,0,0,0,0,20.0,314.25,1,Male,Month-to-month,Electronic check,No,Yes
1,0,1,0,64,2,0,0,1,0,0,0,1,51.32,3398.93,0,Male,Two year,Electronic check,DSL,No
1,1,0,0,12,0,0,1,2,0,0,0,1,90.03,1075.34,0,Male,Month-to-month,Electronic check,Fiber optic,No
1,0,1,1,13,2,0,0,0,0,0,0,0,28.37,367.98,0,Male,Two year,Electronic check,No,No
1,0,0,1,20,1,2,1,2,0,0,0,1,89.64,1726.99,0,Male,One year,Bank transfer (automatic),Fiber optic,No
1,0,0,1,14,0,3,1,1,1,0,1,0,69.74,983.19,0,Male,Month-to-month,Credit card (automatic),DSL,No
0,0,1,0,4,0,2,1,1,1,0,1,0,68.9,269.54,0,Female,Month-to-month,Bank transfer (automatic),DSL,No
1,0,0,1,1,0,1,1,0,0,0,0,0,20.0,19.22,0,Male,Month-to-month,Mailed check,No,No
1,0,1,1,22,1,2,1,2,1,0,0,1,95.85,2103.26,0,Male,One year,Bank transfer (automatic),Fiber optic,No
0,1,0,0,60,0,2,0,1,0,0,1,1,62.59,3584.56,1,Female,Month-to-month,Bank transfer (automatic),DSL,Yes
0,0,0,1,2,1,3,0,2,0,0,1,0,75.58,145.42,0,Female,One year,Credit card (automatic),Fiber optic,No
0,0,0,0,5,1,2,0,1,1,0,1,0,64.9,315.38,0,Female,One year,Bank transfer (automatic),DSL,No
0,0,1,0,11,2,2,0,1,1,1,0,0,74.44,859.02,0,Female,Two year,Bank transfer (automatic),DSL,No
1,1,0,0,39,2,2,1,2,0,1,0,1,89.43,3595.36,0,Male,Two year,Bank transfer (automatic),Fiber optic,No
1,0,0,0,7,0,2,0,0,0,0,0,0,20.0,140.58,0,Male,Month-to-month,Bank transfer (automatic),No,No
1,0,0,0,51,1,0,0,1,0,0,0,1,58.44,2900.73,0,Male,One year,Electronic check,DSL,No
1,0,1,1,1,2,0,1,0,0,0,0,0,24.49,24.54,0,Male,Two year,Electronic check,No,No
1,0,1,0,67,2,2,1,1,0,0,0,0,51.26,3485.59,0,Male,Two year,Bank transfer (automatic),DSL,No
1,0,0,0,19,0,3,1,2,1,0,1,0,86.4,1560.27,0,Male,Month-to-month,Credit card (automatic),Fiber optic,No
0,0,0,1,25,0,1,0,0,0,0,0,0,20.0,524.39,0,Female,Month-to-month,Mailed check,No,No
1,0,1,0,11,0,3,0,2,0,0,0,0,71.12,792.24,1,Male,Month-to-month,Credit card (automatic),Fiber optic,Yes
0,1,0,0,36,0,0,1,2,0,1,1,0,93.62,3534.87,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
0,0,1,0,4,0,1,1,1,1,1,1,0,81.33,324.31,0,Female,Month-to-month,Mailed check,DSL,No
1,1,1,0,1,0,1,0,0,0,0,0,0,24.1,24.4,1,Male,Month-to-month,Mailed check,No,Yes
0,0,1,0,12,1,3,1,2,0,0,1,1,94.13,1125.21,0,Female,One year,Credit card (automatic),Fiber optic,No
1,0,0,1,46,0,0,1,2,0,1,0,1,97.76,4276.38,0,Male,Month-to-month,Electronic check,Fiber optic,No
0,0,1,0,33,1,1,1,0,0,0,0,0,24.84,848.4,0,Female,One year,Mailed check,No,No
1,0,1,1,17,0,0,1,2,0,0,0,0,74.44,1259.03,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
0,0,1,0,20,2,1,1,2,0,0,0,0,67.36,1343.28,0,Female,Two year,Mailed check,Fiber optic,No
1,0,0,0,3,2,3,1,1,0,0,1,1,72.56,214.63,0,Male,Two year,Credit card (automatic),DSL,No
1,0,0,0,44,1,0,1,2,0,0,0,0,76.02,3322.35,1,Male,One year,Electronic check,Fiber optic,Yes
1,0,0,1,37,2,3,1,1,0,0,0,1,54.43,2059.33,0,Male,Two year,Credit card (automatic),DSL,No
1,0,0,0,25,0,3,1,2,0,0,0,0,70.66,1801.94,1,Male,Month-to-month,Credit card (automatic),Fiber optic,Yes
1,0,1,0,15,1,0,1,1,0,1,0,1,74.82,1156.91,0,Male,One year,Electronic check,DSL,No
0,1,0,0,72,0,2,1,0,0,0,0,0,21.98,1657.68,1,Female,Month-to-month,Bank transfer (automatic),No,Yes
0,0,0,0,50,0,0,1,2,0,0,1,1,93.56,4627.09,0,Female,Month-to-month,Electronic check,Fiber optic,No
0,0,0,0,24,0,0,1,0,0,0,0,0,27.31,644.88,0,Female,Month-to-month,Electronic check,No,No
1,0,1,0,11,1,2,1,2,0,0,0,0,67.65,743.67,1,Male,One year,Bank transfer (automatic),Fiber optic,Yes
0,0,1,0,23,0,2,1,2,1,1,0,1,93.52,2076.62,1,Female,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
1,0,0,1,20,1,1,1,1,1,0,0,1,63.1,1294.56,1,Male,One year,Mailed check,DSL,Yes
1,0,0,0,12,0,0,0,1,1,1,0,0,70.68,855.04,1,Male,Month-to-month,Electronic check,DSL,Yes
0,0,0,0,8,2,3,1,2,1,1,1,1,116.6,905.87,1,Female,Two year,Credit card (automatic),Fiber optic,Yes
0,0,1,0,12,1,2,1,1,0,1,1,0,67.34,837.5,0,Female,One year,Bank transfer (automatic),DSL,No
1,0,1,0,20,0,0,1,2,1,0,1,0,97.31,1969.37,0,Male,Month-to-month,Electronic check,Fiber optic,No
0,0,1,1,13,0,1,1,1,0,0,0,0,45.83,568.03,1,Female,Month-to-month,Mailed check,DSL,Yes
1,1,0,0,7,2,0,0,2,1,1,0,0,88.89,603.35,1,Male,Two year,Electronic check,Fiber optic,Yes
1,0,1,0,34,0,0,1,1,0,1,0,1,71.18,2514.77,0,Male,Month-to-month,Electronic check,DSL,No
1,0,0,1,18,0,1,1,0,0,0,0,0,20.0,355.72,0,Male,Month-to-month,Mailed check,No,No
1,0,1,0,1,1,1,1,0,0,0,0,0,22.45,23.54,0,Male,One year,Mailed check,No,No
1,0,0,0,11,0,0,0,0,0,0,0,0,20.0,220.65,1,Male,Month-to-month,Electronic check,No,Yes
0,1,1,0,51,0,2,1,1,1,0,0,1,61.73,3056.27,1,Female,Month-to-month,Bank transfer (automatic),DSL,Yes
0,0,1,1,33,0,0,1,2,1,1,0,0,85.67,2853.66,0,Female,Month-to-month,Electronic check,Fiber optic,No
1,0,1,1,9,0,2,1,0,0,0,0,0,20.0,172.84,0,Male,Month-to-month,Bank transfer (automatic),No,No
1,1,1,1,66,0,0,1,0,0,0,0,0,20.0,1360.59,0,Male,Month-to-month,Electronic check,No,No
0,0,0,0,1,0,1,0,1,0,1,1,1,75.9,76.87,0,Female,Month-to-month,Mailed check,DSL,No
